x0,x1,y,scenario,y_obs
-0.6210447288608156,2.651432126063652,6.400803162696242,train,6.401058239258903
-2.135482678851109,-1.792670178807024,-1.609258847810778,train,-1.6092204205935867
-1.5575641102585842,-0.42309600483572996,0.4928960423541635,train,0.49260694508950525
2.506067187841463,2.781616220402568,9.31805724831361,train,9.318226059266474
-1.2387789276612862,1.007262565290418,-0.4585518542250645,train,-0.45921061930418045
-0.22683554655596794,-1.721066788466478,-0.37259733361491953,train,-0.37256748533137696
-1.5594380201220834,1.271678279220466,-0.47650062717944863,train,-0.47699849583799414
2.4660927614428747,1.107848047049167,1.116946646456337,train,1.1168985139782328
-2.841984342658153,-1.0203972603473892,-2.4766257819878614,train,-2.47646900981993
-1.1528274154644256,-0.4354491293684458,0.7512445393078521,train,0.7509678543774245
2.5145988863636664,1.95808793353214,3.3268218272777075,train,3.3270347075993545
1.144983566149513,-2.410795434098988,-4.385018192787067,train,-4.385116765430244
1.4110673047538516,-0.4153077406060499,0.3189376980473373,train,0.31898052176842906
1.0145019374880668,-0.6743736727284342,0.3574796156850053,train,0.3573956809622102
-2.121305762802745,-0.685387329825677,-0.1870135981737624,train,-0.18692403223888784
-0.7799534511192476,-0.355166676928083,0.6988823685771159,train,0.699110401953749
0.3938813425526595,2.3948290015315634,3.808904840378418,train,3.8090212681364877
1.1502040978062187,-1.7673869529794284,-0.910255721916307,train,-0.9102776432462499
-0.8495535691064098,-1.325070085110118,0.728943175832441,train,0.7289544990902128
-1.53167622347297,0.35624093239067767,-0.3577184691026245,train,-0.3575700344529629
0.2017473093632467,-0.7289791976725335,0.5818500232292481,train,0.5816404317030358
-2.2436017501111087,-0.7731952420631296,-0.4402303607029454,train,-0.43985839457575915
0.3828964283064522,-2.752628892901333,-7.305353799633676,train,-7.305247767056896
1.9161893000080523,-1.0445579698447527,1.132681266003337,train,1.1333260190431265
-0.37832759562795815,-1.458752408718729,0.37675418925896653,train,0.37686947296874757
-2.473690799529999,1.2309357808333887,-2.3350939241233424,train,-2.334986855724298
-0.3478988722646106,0.30104160739309505,-0.18208087930180739,train,-0.18234243395865457
2.249182970749062,0.8505586440551332,0.4380506449631585,train,0.43827532171048156
1.5683102762314078,-1.3370749531198562,0.3966262305823631,train,0.39628849857642257
-1.134847982791449,-0.10112262317807075,0.39594451879631415,train,0.39548183566459627
-1.0074957388061831,0.6780031588800596,-0.35855210628802636,train,-0.3587529099625466
2.075176004062115,-0.011621633622427296,0.7636462715551335,train,0.7640798444102261
-0.8176183616591657,1.3243258676023484,-0.12837022010299037,train,-0.12857215481682396
-1.580262774267354,1.717746898921632,0.47381777936984815,train,0.473799959028249
-1.9359901539106068,-0.09684749974529949,-0.3674827397796645,train,-0.36722839153396725
0.48219195024414585,-0.6974761742191844,0.4486465667925206,train,0.4486117252602381
1.5170084809721276,-1.8621762718117787,-1.054404685322977,train,-1.0541915440699468
-0.7685522207740965,-1.9567143032122227,-1.1043254833076044,train,-1.104609065631895
1.7141543483737651,-2.113421764573683,-2.033476131412653,train,-2.03310494428216
-1.6855278386087944,-2.9241159847362717,-9.107275233539346,train,-9.107141271203472
0.7530136484653944,2.0505411170176746,1.5592145009747247,train,1.559269362195373
0.6489412415471372,-2.072535472196674,-2.233958848700526,train,-2.233927342909093
1.374445932219687,2.869062480811587,8.197567570241327,train,8.197176653834942
1.917311098395988,1.6633273754821327,0.7559190654843368,train,0.7560878932367312
1.1802812295781013,1.5922396167764985,-0.15364231722438682,train,-0.1536304577327695
-0.6816976511244146,-1.3569836716715393,0.6564926130311552,train,0.6562625920666049
1.6582145291403059,-0.46429626638023325,0.5899141924482836,train,0.5903224734377565
-1.1638470654411521,-1.7439400933995461,-0.29258992334620815,train,-0.2929674265105404
0.23916992249854907,0.48284298777345924,-0.6399759674290679,train,-0.6399587501433507
0.4881736498835245,-0.3283879411036983,0.15553992536170774,train,0.15558461988374228
-1.6027139379334128,1.546510297209094,-0.028441294960674934,train,-0.028540897716127053
-0.7374520623357999,-0.8232450722736688,0.9974396396725271,train,0.9976232660596267
-0.3869079013709378,0.21892629216721948,-0.07559501774041233,train,-0.07529259245373832
-2.347404972640562,-1.9006873174114292,-2.565681771611025,train,-2.56506427574738
0.6055317173856407,-2.5333503836063955,-5.347688821178085,train,-5.348069422132889
0.9283646253363012,0.42621738953886146,-0.7769053552951821,train,-0.777009241644327
2.2288632319186883,-0.5967196082465323,1.709916966591042,train,1.7097733102264865
-1.4838612814271246,0.009484352372819305,0.07710354279123144,train,0.07656488078567908
0.9582063555518365,1.397835664989009,-0.6149020503413569,train,-0.6151350717822017
1.8642511760269347,0.8709693127569604,-0.35111972206973574,train,-0.3510947965999638
1.4289586226671105,1.2591478466511141,-0.6437320504150696,train,-0.6438512845546541
-1.0304717633801548,0.892458032331391,-0.4191465064258082,train,-0.4190813830644533
2.2241320477456643,-1.300608738368525,1.5490715745978614,train,1.5490273554440785
-2.9371954631353008,-1.576500208982964,-3.666587601105084,train,-3.666507668787129
1.2006669967989625,2.3492190965957778,3.409251032064112,train,3.4092460577674433
0.5416287901487227,1.404096027348821,-0.5398734069560738,train,-0.5392435450645228
-1.5394785181588178,-1.4028828320000954,0.34299466346079444,train,0.3436516119760862
2.6042774412263245,-1.2268952578728558,2.7793079254195687,train,2.779647157566216
2.3349712665570266,0.10615931176064164,1.2518164691256168,train,1.2522969016416363
-0.7163966251569871,2.3517413082180516,3.9659470894986235,train,3.966443706463201
-1.0188607031619734,-1.9991970246253934,-1.2982485000907995,train,-1.297774236702573
0.8345957413703178,1.3919779889705628,-0.6228537460783656,train,-0.6232214361867544
0.7098183448621027,-2.4688219161407816,-4.844631185977594,train,-4.845131475434036
-1.1928592676204586,1.7420972773303203,0.8099939139224945,train,0.8097502311503146
-1.4163575937412827,-1.2576073683428013,0.6545444739657819,train,0.6541478748523879
0.7445732724623007,2.1377289038496743,2.0295828618952476,train,2.0297412533130483
1.17758262693357,-1.7169646929829372,-0.7326209949004561,train,-0.7326614331607124
-2.8168440991304387,-0.6496497450704739,-2.4192011557770874,train,-2.419332737770108
0.9559990824692925,-2.3560407519412783,-4.015112897613542,train,-4.015531529676822
1.6462081744113561,-0.6118987039199211,0.6888660699968729,train,0.688470686190167
1.8101522623162003,-1.1761247293608013,0.8790724031846779,train,0.8791303680755606
0.2677950072000179,2.333411237740701,3.4223380426456136,train,3.4219166546018545
0.46261921446049836,-0.41528105125703396,0.251019944016929,train,0.2512223682199255
-0.20707912956714036,-2.552802820947669,-5.1529286081133705,train,-5.152773592391643
0.4062086821512434,-0.7399054049143032,0.4956531681016395,train,0.4961131520698117
-0.2507063185654008,-2.682207101321405,-6.3073638957640865,train,-6.307107813521593
0.4081016865082727,-1.6002088711598283,-0.3190087466086009,train,-0.3188857929888316
1.3247401216605947,2.916804209373817,8.710147650431942,train,8.70977384167482
2.4394911696550263,1.3065672597180624,1.2311455054811749,train,1.2309766122549033
2.4853945284818204,1.1365017223043021,1.1980228703141371,train,1.1980425024522803
-2.5069954390594615,0.9536558630452174,-2.6085399906847666,train,-2.6081973465845705
-1.6696573248589337,-1.0905717450756525,0.5640614808385954,train,0.5645836518170837
1.277014674346562,-0.4363354327330584,0.2600610785658841,train,0.25978458593164205
-1.3613724434630423,0.9514804162530869,-0.5350113599643377,train,-0.5352865044524779
-0.24793094372810254,-1.1211433610180068,0.7616719092584543,train,0.7618705756623255
-2.3579847539769823,-0.556095900293208,-0.8617993081757098,train,-0.8620111152941793
0.023637982395352974,2.9086549126005217,8.80180564953844,train,8.80190368700624
-0.8973460946357799,0.7608234680116737,-0.38862688988807503,train,-0.38818722105771086
-2.518662020719166,0.2637036233582606,-2.2434506994097356,train,-2.2431519591721374
-0.04266974733100959,0.6639138914051843,-0.6290568018629432,train,-0.6287657806153539
-1.530482708833899,1.790596920463976,0.7700707981684237,train,0.7698986873350767
